word	value
milbank	3	100.0
cradled	-3	100.0
prettylooking	-3	100.0
justly	2	80.0
onibaba	3	100.0
hypothetical	-1	60.0
sharkmens	3	100.0
unexploded	0	50.0
interviewee	-1	60.0
interviewed	0	52.4590163934
tbone	-3	100.0
typhoon	2	88.8888888889
actorsespecially	3	100.0
interviewer	-1	65.0
outcroppings	3	100.0
pyroclastic	-3	100.0
ungrateful	-1	61.5384615385
funicello	-1	66.6666666667
condolences	-3	100.0
bruckheimer	-2	85.7142857143
levels	0	58.8679245283
spectatorship	3	100.0
patchwork	-1	60.0
charger	2	80.0
prescott	3	100.0
saikanos	-3	100.0
shlomi	6	100.0
nickleback	-3	100.0
badacted	-3	100.0
interpork	-3	100.0
oftenalmost	-3	100.0
bluelit	3	100.0
beautythough	3	100.0
graffito	-3	100.0
servitude	0	62.5
cleverness	0	58.9743589744
burried	0	50.0
carli	3	100.0
sell	0	50.4132231405
sharps	3	100.0
urdense	-3	100.0
overedited	-3	100.0
tarnish	-2	83.3333333333
stripteasing	3	100.0
self	0	52.1850899743
sela	-1	71.4285714286
heterosexual	0	54.8387096774
also	0	59.4277245782
jostle	0	50.0
pocona	-3	100.0
sharpe	1	73.6842105263
kapsu	3	100.0
madefortvlike	-3	100.0
lateterm	3	100.0
quartermaine	6	100.0
brendon	3	100.0
bethsamantha	-3	100.0
whipskills	-3	100.0
5mins	0	50.0
raucous	0	58.3333333333
virus	-2	85.046728972
semiinteract	3	100.0
ccd	3	100.0
trills	0	66.6666666667
forbr	-2	85.7142857143
deviations	0	50.0
omaha	6	100.0
arson	-6	100.0
warok	3	100.0
sometimes	0	59.9632690542
flits	0	50.0
barred	0	52.9411764706
bullseye	0	57.1428571429
onkinda	3	100.0
barren	0	52.0
barrel	-1	78.9473684211
favela	0	63.6363636364
amusements	-3	100.0
bulletin	-2	87.5
filmshe	0	50.0
ugh	-2	89.3333333333
ugo	3	100.0
struths	3	100.0
conspiracycorruption	-3	100.0
ugg	-3	100.0
bookings	3	100.0
fathermr	3	100.0
compellingall	3	100.0
ugs	-3	100.0
70s80s	6	100.0
occupation	0	62.7906976744
wraps	0	50.0
neophytes	-3	100.0
lifelife	-3	100.0
cassette	0	50.0
westernstyle	-3	100.0
snobbish	1	72.7272727273
crashlands	-1	66.6666666667
bewould	-3	100.0
ambitionits	3	100.0
atheistic	-1	75.0
least^^	3	100.0
ingram	-1	75.0
briscoe	3	100.0
ceasing	3	100.0
sunny	0	63.3802816901
serpentinduced	-3	100.0
informants	-1	60.0
l950s	3	100.0
nonexciting	-3	100.0
ninjutsu	0	50.0
voicedplayed	3	100.0
plasters	-3	100.0
atenist	3	100.0
natural=feeding	3	100.0
topher	3	100.0
devoured	0	50.0
offagain	-3	100.0
adapts	0	66.6666666667
guyhe	0	50.0
icicle	-6	100.0
bytes	-3	100.0
sojourn	0	66.6666666667
girlanna	3	100.0
librettos	3	100.0
blastedoff	3	100.0
caramel	0	66.6666666667
approximations	3	100.0
heroinchic	-3	100.0
delicately	0	68.75
nietschze	3	100.0
moshers	6	100.0
mades	-3	100.0
tellitlikeitis	-3	100.0
andwhen	3	100.0
efremova	-3	100.0
kneels	0	50.0
overboard	0	56.4102564103
dogkiller	3	100.0
1986s	3	100.0
mitchellare	-3	100.0
unrealized	-1	66.6666666667
isrelai	3	100.0
nerdlebrain	3	100.0
hollyweird	0	57.1428571429
overtness	0	50.0
borgias	3	100.0
marchionesse	3	100.0
15th	1	78.5714285714
narnia	0	66.6666666667
likeunderstanding	-3	100.0
sparsely	1	75.0
tracesvery	3	100.0
lousybr	-3	100.0
untouched	0	52.6315789474
bashs	3	100.0
tion	3	100.0
icebattle	3	100.0
lass	0	55.5555555556
last	0	54.0923972354
saintlucy	3	100.0
opal	-3	100.0
clubtype	-3	100.0
packing	0	56.0
thinking	-1	63.480613165
connection	0	53.3568904594
amoeba	-3	100.0
dreyfusss	-3	100.0
ludes	-3	100.0
turks	-1	61.5384615385
lash	-1	68.75
filmif	3	100.0
photograped	-3	100.0
jyothika	-3	100.0
melodramaticallya	3	100.0
golding	0	50.0
acted	0	51.0534846029
provos	-3	100.0
aforethought	-3	100.0
sinuous	3	100.0
contemporaneous	0	66.6666666667
comparecontrast	3	100.0
unthrilling	-3	100.0
copbad	-3	100.0
originators	-3	100.0
simsdelinda	3	100.0
lagerloutfriendly	-3	100.0
monsturd	-3	100.0
randomlyselected	3	100.0
vanessayum	3	100.0
stadlober	-3	100.0
crinoline	3	100.0
combatants	0	63.6363636364
ionescu	-3	100.0
frito	0	50.0
niles	2	80.0
infect	-2	88.8888888889
boywonder	3	100.0
italogreek	3	100.0
moderation	-1	75.0
walkwait	3	100.0
ionesco	3	100.0
actorssome	-3	100.0
caged	-1	64.2857142857
newcastle	-6	100.0
expanded	1	70.9677419355
empirical	-3	100.0
neofilm	3	100.0
admire	0	52.9850746269
cagey	0	50.0
cages	0	57.1428571429
trinkets	0	50.0
vol	2	81.25
vom	-3	100.0
von	1	74.0458015267
voo	3	100.0
motors	-3	100.0
xiao	-1	66.6666666667
habsburgs	-3	100.0
sitas	3	100.0
vow	0	52.9411764706
matrixstyle	-3	100.0
vor	-3	100.0
vos	3	100.0
bbfc	-1	71.4285714286
andreastrond	3	100.0
manishas	-3	100.0
nickmansoul	-3	100.0
voz	6	100.0
cuisine	3	100.0
hentai	-1	75.0
cutesypooare	-3	100.0
amerjeet	3	100.0
gaumont	3	100.0
12pack	-3	100.0
buttheads	3	100.0
cayman	-3	100.0
captioned	-1	75.0
petersfield	3	100.0
cannonite	-3	100.0
overdubs	0	50.0
flooded	0	66.6666666667
mattheson	3	100.0
principally	0	57.1428571429
waddles	-3	100.0
mongrels	-3	100.0
largecast	3	100.0
giorni	3	100.0
vargas	-3	91.6666666667
osanna	-3	100.0
symbolise	3	100.0
raters	-3	100.0
soapseries	-3	100.0
ddl	-3	100.0
cronenberg	2	85.9375
cameasylumand	-3	100.0
bundled	-1	75.0
duck_of_death	3	100.0
rates	0	51.9480519481
dieting	3	100.0
suneil	-3	100.0
betterfunded	-3	100.0
genocides	3	100.0
gripe	0	68.0
cheddar	3	100.0
crackled	-3	100.0
nigmatullin	-3	100.0
decentralized	3	100.0
dismissively	0	50.0
3040	1	71.4285714286
crackles	2	87.5
herbesides	0	50.0
fritzs	-3	100.0
goblet	-3	100.0
cuffs	-3	100.0
knighting	3	100.0
rangers	0	59.5238095238
resemblances	0	55.5555555556
depravity	0	65.2173913043
comprehensible	-3	90.0
instructs	-2	87.5
delerium	-3	100.0
bugand	-3	100.0
shehzad	6	100.0
emergency	0	53.488372093
dramatisations	3	100.0
wives	0	56.0606060606
tobanga	-3	100.0
bondometer	3	100.0
abound	-1	60.0
emergence	0	57.1428571429
abduct	0	57.1428571429
repremiere	3	100.0
zurlini	-3	100.0
nordman	3	100.0
thurman	-3	95.4545454545
spink	-3	100.0
marquee	0	50.0
spine	0	67.3913043478
marques	-1	66.6666666667
individuals	1	71.6312056738
bogie	2	83.3333333333
marquez	0	66.6666666667
tribes	-1	75.0
explainable	-2	80.0
summarise	-1	62.5
spins	0	66.6666666667
documentarydrama	3	100.0
poorlybr	-3	100.0
methods	0	51.8987341772
goddamn	-1	77.7777777778
ncos	0	50.0
damningly	0	50.0
pings	3	100.0
pornscience	-3	100.0
tatical	-3	100.0
cliffside	-3	100.0
mindbroadening	-3	100.0
mispelled	3	100.0
sharma	3	91.6666666667
speak	-3	100.0
jouvet	6	100.0
measurements	3	100.0
benefit	0	52.5862068966
petential	-3	100.0
wellscrubbed	-3	100.0
whodunit	0	60.0
yourselfand	3	100.0
seclusion	3	100.0
inserting	-1	76.9230769231
sullavan	3	100.0
masterstroke	6	100.0
jovovich	-2	85.7142857143
chrysanthemums	6	100.0
obscures	-3	100.0
hackerbozo	-3	100.0
limpness	3	100.0
veloso	3	100.0
concealed	0	54.5454545455
animating	2	83.3333333333
conlee	-3	100.0
obscured	0	60.0
royaltyfree	-3	100.0
dashcam	-3	100.0
moodcreating	3	100.0
cranked	0	58.3333333333
filmsso	-3	100.0
deserved	0	58.3969465649
yyzwhich	3	100.0
jovavich	-3	100.0
somehwere	3	100.0
runnerwild	-3	100.0
wrinkler	-3	100.0
wrinkles	0	50.0
melbourne	-1	65.0
deserves	0	65.4576856649
mumble	-3	91.6666666667
wrinkled	-1	71.4285714286
noirnot	3	100.0
badmade	3	100.0
supermans	3	100.0
tornatore	-3	100.0
tiering	3	100.0
jack0	-3	100.0
mouchette	3	100.0
porkyslite	3	100.0
pieceis	3	100.0
blogtalkradio	3	100.0
puhleez	-3	100.0
muka	-3	100.0
ladens	-3	100.0
contributor	-1	71.4285714286
chirping	3	100.0
nikkatsu	0	50.0
enthusiasms	3	100.0
span	0	56.0
unwatchability	3	100.0
spam	-1	60.0
rucks	-3	100.0
9br	3	100.0
sock	-1	75.0
puleaze	-3	100.0
spaz	3	91.6666666667
butley	3	100.0
revile	-3	100.0
womanthere	-3	100.0
prowling	0	50.0
squarejawed	-3	100.0
opens	0	50.6607929515
debbie	-1	62.1621621622
considerably	0	51.4705882353
jacks	0	52.380952381
jacky	3	100.0
arkan	-3	100.0
cryptozoologist	-6	100.0
deductions	3	100.0
as	-3	100.0
planetand	3	100.0
jacko	-1	78.5714285714
hyping	-6	100.0
considerable	0	57.7319587629
peepee	-3	100.0
jacki	0	50.0
fades	-1	71.4285714286
charmed	0	62.1621621622
oscars	1	72.380952381
mingo	3	100.0
inhumane	-1	66.6666666667
supple	3	100.0
bendfilm	3	100.0
maturity	2	82.3529411765
preemptive	3	100.0
faded	0	52.9411764706
imran	-3	100.0
ramgopal	1	75.0
kihlstedt	3	100.0
ryan8	-3	100.0
chad	1	74.0740740741
bookfilm	3	100.0
chak	3	100.0
fujis	-3	100.0
writingwith	-3	100.0
unsafe	0	60.0
prized	-1	66.6666666667
chal	3	100.0
globally	0	50.0
4452	-3	100.0
chap	0	61.5384615385
diverse	1	70.0
chav	3	100.0
chat	-1	62.5
surveying	3	100.0
neilsen	-1	66.6666666667
schadenfreude	3	100.0
snatching	3	100.0
here…though	-3	100.0
copulate	-3	100.0
russianborn	3	100.0
são	0	50.0
christianbr	-3	100.0
conceptions	0	50.0
underrating	3	100.0
hove	0	60.0
divoffs	3	100.0
pathmark	-3	100.0
rabal	6	100.0
ryans	2	80.0
gardenia	-3	100.0
strums	-3	100.0
luico	3	100.0
aussies	-1	75.0
mckidd	0	57.1428571429
squirm	0	50.0
yarmulke	3	100.0
guldens	-3	100.0
battening	3	100.0
undeservably	3	100.0
musichellbreakingloose	3	100.0
underusedbr	-3	100.0
lang	0	56.5217391304
lane	0	67.6991150442
land	0	56.25
lanc	-3	100.0
wafer	-3	100.0
geralding	3	100.0
geraldine	3	92.8571428571
lank	3	100.0
lani	3	100.0
depicttion	-3	100.0
tootight	-3	100.0
crazyespecially	-3	100.0
verdes	-3	100.0
percapita	-3	100.0
sooooouullltakaaaa	-3	100.0
everand	0	50.0
parolee	-3	100.0
modernizing	-1	66.6666666667
dawning	0	66.6666666667
actressproducer	3	100.0
splashing	0	54.5454545455
totem	-2	85.7142857143
totes	-1	66.6666666667
bettyann	3	100.0
rooneywho	3	100.0
kirtanas	3	100.0
broader	0	61.5384615385
amiss	-1	62.5
flashback	0	53.4031413613
directtocable	-3	100.0
lionell	3	100.0
symbioses	3	100.0
misleds	-3	100.0
sumter	3	100.0
tomtom	-3	100.0
hardearned	-2	84.6153846154
dealership	-1	66.6666666667
fosselius	6	100.0
contours	3	100.0
dimitriades	-3	100.0
worldcom	0	50.0
decadesincluding	-3	100.0
resources	0	56.9444444444
lionels	-3	100.0
uploaded	3	100.0
boatload	0	50.0
favortisem	-3	100.0
spindell	0	50.0
traumatised	2	83.3333333333
rockwelllike	3	100.0
supergrass	3	100.0
petitions	0	66.6666666667
leonards	-1	75.0
polari	3	100.0
harbor	0	68.253968254
willie	2	88.7096774194
whooping	0	50.0
fewer	0	60.7142857143
damning	0	66.6666666667
underutilised	-3	100.0
lombards	-6	100.0
{every	3	100.0
nevsy	3	100.0
whoevers	-3	100.0
leonardo	-1	61.2903225806
motherfigure	3	100.0
translux	3	100.0
dockers	3	100.0
devilship	-3	100.0
oxbridge	-3	100.0
sakalls	3	100.0
onceforgottenabout	3	100.0
forthrightness	0	50.0
crook	0	58.5365853659
favoritebr	-3	100.0
vidors	0	50.0
edwardian	2	83.3333333333
roughntumble	3	100.0
selfprophecy	3	100.0
once	3	100.0
cinematographic	1	72.2222222222
tidalwave	3	100.0
ripstenian	3	100.0
anounced	-3	100.0
arthouse	0	51.724137931
henceforth	0	50.0
tdc	3	100.0
sooooooooo	-3	100.0
dumbbutsympathetic	3	100.0
macteam	3	100.0
charade	-1	77.7777777778
chefs	-6	100.0
nortons	2	83.3333333333
advantageously	-3	100.0
strained	-1	65.8536585366
feist	0	66.6666666667
splitimage	3	100.0
volante	3	100.0
thatl	-3	100.0
thatn	-3	100.0
everexpanding	-3	100.0
tromeos	3	100.0
thatd	0	50.0
eastside	-3	100.0
unwittingly	0	68.0
norton]	3	100.0
quaint	0	59.2592592593
1930	3	95.7446808511
survey	6	100.0
thatt	3	100.0
c123k	-3	100.0
tromeon	3	100.0
thats	-1	60.8066759388
tromeo	3	97.2222222222
steamers	0	50.0
untangled	3	100.0
ciafarlio	-3	100.0
savageries	-3	100.0
mastersannabelle	3	100.0
wishywashy	0	50.0
society’s	-3	100.0
dumbest	-3	95.7446808511
flinches	-6	100.0
romanao	3	100.0
importexport	3	100.0
excising	-3	100.0
radiationpoisoned	-3	100.0
pagets	3	100.0
gregor	2	85.7142857143
zsigmond	3	100.0
next	0	53.7152580828
eleven	0	50.0
slauston	3	100.0
yugoslavian	2	80.0
muchlauded	1	75.0
pencil	0	50.0
villon	6	100.0
reran	-3	100.0
babe	-1	63.1578947368
actorsor	-3	100.0
bandura	6	100.0
elixir	3	100.0
babs	2	83.7837837838
babu	-3	100.0
baby	0	51.0436432638
gherkin	-3	100.0
documentarian	0	66.6666666667
icelanders	-3	100.0
moronicnonsensebutheitsartstuff	-3	100.0
clients	0	58.3333333333
barens	-3	100.0
effectswhich	-3	100.0
harve	0	50.0
falconpursuing	3	100.0
wedge	3	100.0
loca	-1	71.4285714286
ohsodifferent	-3	100.0
process	0	58.7896253602
lock	-1	68.4931506849
coolness	-1	62.5
epping	-3	100.0
promotional	0	51.8518518519
turnerezio	-3	100.0
nears	0	66.6666666667
exceptionable	3	100.0
lovable	3	100.0
artisticallyinclined	3	100.0
cheesefests	0	50.0
engagingly	2	85.7142857143
educational	0	63.7362637363
procurer	3	100.0
paled	-3	100.0
wuher	-3	100.0
numerous	0	55.938697318
lessthanhappy	3	100.0
bilingual	-3	100.0
hormones	6	100.0
burley	0	50.0
darkoccasionally	-3	100.0
wirefu	-6	100.0
pales	-1	61.5384615385
m16s	-3	100.0
groendahl	3	100.0
famousbr	-3	100.0
wedgedin	3	100.0
competeing	3	100.0
=innerviews	3	100.0
foremost	0	58.3333333333
upstate	6	100.0
varied	0	60.8695652174
ivyleague	3	100.0
realized	0	54.1401273885
talkingoh	-3	100.0
manpower	-3	100.0
robos	-3	100.0
quinlin	-6	100.0
robot	-1	67.5392670157
napoleone	3	100.0
realizes	0	68.156424581
napoleons	3	100.0
jackgrinning	-3	100.0
forenelli	3	100.0
refurnished	-3	100.0
folksongs	3	100.0
mute	0	60.5504587156
muti	3	100.0
naish	-2	88.8888888889
muto	3	100.0
directv	0	50.0
interestinghilariousfunnysexy	3	100.0
directs	0	55.2941176471
mutt	-1	66.6666666667
genreloving	3	100.0
1931	1	70.9677419355
yamaguchi	6	100.0
noskill	-3	100.0
savanaah	3	100.0
perfect	1	76.8068331143
dreamy	2	88.4615384615
lercara	-3	100.0
oddjobs	3	100.0
toaborder	-3	100.0
meantime	0	50.0
thieves	0	66.6666666667
backstreets	0	50.0
hijackers	-1	66.6666666667
shufford	3	100.0
upsomething	-3	100.0
jezz	-3	100.0
direct&	3	100.0
meatmen	3	100.0
christlikeness	-3	100.0
playstations	3	100.0
violenceculture	-3	100.0
kanakaredes	3	100.0
dramady	3	100.0
piznarskis	-3	100.0
realize	0	54.3103448276
damian	0	69.5652173913
spilling	-1	75.0
againbest	-3	100.0
ruefully	-3	100.0
perjean	3	100.0
kerwinreturns	-3	100.0
sneezed	-3	100.0
sparkuhls	3	100.0
sandersons	-3	100.0
glassey	3	100.0
electrically	3	100.0
badman	-3	100.0
sneezes	-1	66.6666666667
geryjerry	-3	100.0
nonending	3	100.0
strode	0	53.3333333333
suitors	0	60.0
bump	0	60.0
dipping	-3	90.0
bums	-2	87.5
deficiency	1	75.0
resuscitate	-6	100.0
nehring	3	100.0
edibles	-3	100.0
shannon	-1	78.0487804878
trully	3	100.0
saboteursnot	-3	100.0
matrix	0	59.3220338983
killedtortured	-3	100.0
burks	3	100.0
nowadays	0	60.8108108108
boutique	3	100.0
thingsa	0	50.0
mccullers	-6	100.0
your	0	56.7055140024
narratively	-1	75.0
takakura	1	77.7777777778
triskel	-3	100.0
singsings	3	100.0
unprepared	0	64.2857142857
12hours	-3	100.0
incompetence	0	52.6315789474
burke	0	55.0
motherfixated	3	100.0
tothedeath	3	100.0
reaver	-3	100.0
unscientifically	-3	100.0
inferiority	0	57.1428571429
leukemia	-3	100.0
drugdrinking	-3	100.0
193031	-3	100.0
disintegrating	0	66.6666666667
markette	3	100.0
pothead	1	75.0
spoilerspoiler	-3	100.0
precable	3	100.0
forwarded	-2	87.5
mainland	0	54.5454545455
regressed	-3	100.0
linnea	-1	65.3846153846
linney	0	60.0
length	0	55.1470588235
toothpastesex	-3	100.0
achtung	-3	100.0
chills	0	67.7966101695
linnet	1	75.0
errol	0	63.2352941176
hydrogenated	-3	100.0
scene	0	53.4173976608
soothing	0	66.6666666667
ccmovieman1	3	100.0
backstorywhy	-3	100.0
{or	3	100.0
affliction	0	68.4210526316
starker	3	100.0
scent	-2	81.8181818182
cmovies	-3	100.0
dantesque	-3	100.0
middlehigh	-3	100.0
daydreamers	-3	100.0
ordering	0	53.8461538462
heeaaaaaaaaaartbeat	3	100.0
abhimaan	-3	100.0
backdoor	3	100.0
filmyet	-3	100.0
jaxxs	-3	100.0
sergeant	0	58.3333333333
heartrending	2	80.0
occultic	3	100.0
scullery	0	50.0
radium	-2	80.0
denominators	0	66.6666666667
pervasive	0	54.5454545455
out	3	100.0
worldworn	3	100.0
puton	-3	100.0
murdstone	-3	100.0
chong	0	58.3333333333
husbandwife	1	75.0
beijinger	3	100.0
fatboy	-3	100.0
wayneplays	3	100.0
egregious	-1	76.9230769231
roulette	-1	66.6666666667
belittlement	-3	100.0
gentile	-6	100.0
hahahahahahahaha	-3	100.0
espressoscene	3	100.0
splater	-3	100.0
daydreams	0	62.5
leathercoated	-3	100.0
interviewees	0	57.1428571429
immersive	3	100.0
hamburgerjellomold	-3	100.0
doctor’s	-3	100.0
waysyou	3	100.0
gossets	3	100.0
ponders	1	75.0
richman	-3	100.0
claustrophobically	3	100.0
cecil	0	52.6315789474
repeative	-3	100.0
elsies	3	100.0
dishes	-1	66.6666666667
50yearold	3	100.0
uncalled	-3	90.9090909091
dished	-1	66.6666666667
stayathome	1	75.0
staniels	3	100.0
bakshi	0	50.0
hauers	0	50.0
betterthan	3	100.0
parikshit	-3	100.0
pricking	3	100.0
litja	6	100.0
worldwide	0	63.8888888889
muchand	0	50.0
anxiety	3	100.0
overactualize	3	100.0
sheeted	-3	100.0
madalyn	3	100.0
petals	3	100.0
zuccoleaves	-3	100.0
gangsterlover	3	100.0
dumbassed	-3	100.0
unsparing	3	100.0
sodomizes	-1	66.6666666667
pressured	0	69.2307692308
wuthering	-1	71.4285714286
hanford	-3	100.0
fails	-3	100.0
technoremix	3	100.0
thanksgiving	0	58.8235294118
overprocessed	-3	100.0
iures	-3	100.0
perceiving	0	50.0
sodomized	-1	66.6666666667
bamako	-3	100.0
ringu	0	51.8518518519
notsobythebook	-3	100.0
magnanimously	-3	100.0
1946is	3	100.0
rings	0	51.724137931
woolly	0	50.0
cosmologies	-3	100.0
greenhouse	-1	71.4285714286
cardos	-3	100.0
dropwaterbabies	3	100.0
lethes	3	100.0
aboutmake	3	100.0
unmaking	-3	100.0
nominally	0	57.1428571429
collegeage	-1	75.0
tragicbr	-3	100.0
jay	0	68.9655172414
jaw	0	52.380952381
jar	-1	62.5
jap	0	50.0
jan	0	64.9122807018
bombings	0	60.0
zandt	-3	100.0
jai	-3	100.0
jag	-3	100.0
untellable	3	100.0
jae	0	50.0
jab	0	58.3333333333
pumpernickle	-3	100.0
airwolf	3	100.0
anands	6	100.0
antagonism	6	100.0
crimefree	3	100.0
prohibition	-2	87.5
findesiecle	3	100.0
hupperts	2	81.8181818182
styrofoam	-6	100.0
antagonist	0	53.1914893617
overcritical	3	100.0
seikos	3	100.0
brynners	-1	63.6363636364
rapper	-2	80.0
soooooooooooooooooo	3	100.0
vying	0	64.2857142857
treasureand	3	100.0
penguinplayed	3	100.0
weaknesssoft	-3	100.0
neone	-3	100.0
macarthutr	3	100.0
rapped	0	66.6666666667
barest	-1	66.6666666667
exude	0	55.5555555556
steptoes	-3	100.0
amilie	3	100.0
strengthened	0	66.6666666667
allusion	1	70.0
appliance	-1	66.6666666667
differentials	3	100.0
grayson	-3	90.0
btwsome	-3	100.0
romuald	6	100.0
wolfit	0	50.0
truckdrivin	-3	100.0
sternbergs	-1	75.0
airmail	-3	100.0
mysteries	0	59.1549295775
pageboy	-3	100.0
insulting	-2	89.8148148148
blush	3	100.0
posse	0	67.3076923077
horroresque	0	50.0
kafan	3	100.0
melrose	-1	66.6666666667
jerkoff	-3	100.0
smelled	2	80.0
sensuousness	6	100.0
buchholz	-3	100.0
gardiners	3	100.0
perennials	3	100.0
darph	3	100.0
walkman	-6	100.0
keynote	-3	100.0
stepmom	0	50.0
ifans	-3	100.0
twohours	-3	100.0
tabanga	-3	100.0
madocs	3	100.0
souvenir	0	60.0
lawsuit	0	64.2857142857
shrekselfreferential	3	100.0
hammy	-1	64.2857142857
charlatan	-1	62.5
lpwa	-3	100.0
desecraters	-3	100.0
doorway	-2	80.0
videofriendly	3	100.0
bristol	1	75.0
miniboat	-3	100.0
initiators	3	100.0
cusinartstyle	-3	100.0
largeman	-6	100.0
conclude	-1	72.7272727273
cudeness	3	100.0
defiance	0	50.0
philadelpia	3	100.0
career	-3	100.0
turncoats	3	100.0
toler	-1	66.6666666667
c123	-3	100.0
imclone	-3	100.0
undergraduate	-3	100.0
rougher	1	75.0
lakawanna	3	100.0
regularlyplayed	-3	100.0
catholicism	1	72.7272727273
northernish	-3	100.0
bellydancer	-3	100.0
uhoh	0	66.6666666667
blatant	-1	65.3846153846
eviscerated	3	100.0
yoram	-1	66.6666666667
sheepish	3	100.0
knowwhaddamean	3	100.0
nearbankrupt	3	100.0
swarmed	-3	100.0
marita	0	50.0
monsterfodder	3	100.0
desplech	-3	100.0
shiftless	3	100.0
earthborn	3	100.0
newlysober	3	100.0
lecherous	0	53.3333333333
discretely	-3	100.0
mensteala	-3	100.0
reminiscence	2	80.0
fornicate	0	50.0
yeoman	3	100.0
bairds	3	100.0
authorcomposer	3	100.0
eaton	1	75.0
influencebr	3	100.0
blood1966	3	100.0
biggers	-3	100.0
koochey	3	100.0
tooru	3	100.0
stuffing	0	50.0
playgrounds	-3	100.0
rosalbas	-3	100.0
secondclass	3	100.0
urated	0	50.0
knut	-3	100.0
ownercreator	-3	100.0
carelton	3	100.0
agonizes	0	50.0
honkers	3	100.0
ransom	0	53.5714285714
denial	1	77.7777777778
pauly	0	53.125
subtitling	0	57.1428571429
pauls	-1	60.8695652174
airsofts	-3	100.0
paulo	3	91.6666666667
nonhit	-3	100.0
paula	0	58.6206896552
manhungry	-3	100.0
complemented	1	75.0
logic	-1	68.9655172414
anthropomorphism	3	100.0
unsympathetic	-1	76.0869565217
kopek	3	100.0
fraidy	-3	100.0
denigrate	0	50.0
smails	-1	66.6666666667
eliminator	-3	100.0
noncgi	3	100.0
identity	0	64.7577092511
griebe	-3	100.0
catwomans	3	100.0
bull&s	-3	100.0
shotgun	-1	70.7317073171
indonesia	2	80.0
neorealism	2	80.0
patterns	0	54.5454545455
neorealist	2	88.8888888889
scriptbr	-3	100.0
audio	0	52.6717557252
performingin	3	100.0
spinebuster	3	100.0
amithab	-3	100.0
rythmic	3	100.0
akira	1	75.0
dissatisfying	-1	66.6666666667
commandoes	-3	100.0
souped	-3	100.0
christow	3	100.0
clocks	-1	75.0
wellaboveaverage	3	100.0
shiloh	2	83.3333333333
possibilitiesthe	-3	100.0
suspensedrama	-1	66.6666666667
michaelschristopher	-3	100.0
wec	3	100.0
web	0	53.5087719298
mohican	3	100.0
wee	0	52.2727272727
wed	0	52.8571428571
ingeniousness	0	50.0
wei	-1	66.6666666667
wen	2	83.3333333333
toyed	0	66.6666666667
undulating	0	50.0
wes	0	59.5744680851
englands	1	77.7777777778
wet	-1	70.6422018349
contradictory	0	66.6666666667
wez	-3	100.0
sherwoodeileen	3	100.0
villagers	0	54.347826087
peepshow	3	100.0
hallucinated	1	75.0
sambello	-3	100.0
tics	2	83.3333333333
caspers	-3	100.0
biologists	-3	100.0
pied	-1	60.0
batjac	3	100.0
frayed	3	100.0
munches	3	100.0
hallucinates	1	75.0
enemys	-1	62.5
piet	-3	100.0
tick	0	62.5
peeked	-3	100.0
pies	0	52.380952381
emma	0	58.5714285714
britishindian	-3	100.0
cretinous	-1	66.6666666667
animelegend	3	100.0
toutatis	3	100.0
pie]	3	100.0
flickering	0	69.2307692308
akashas	2	80.0
lukats	3	100.0
emmy	0	68.2926829268
assasination	-1	66.6666666667
badhorrible	3	100.0
actuarial	3	100.0
eithe	-3	100.0
immortal	-1	61.4035087719
pregnancy	0	53.125
mozambique	3	100.0
choosing	0	63.6363636364
flush	-1	63.6363636364
birdwell	-3	100.0
shakira	0	66.6666666667
contested	-3	100.0
wesly	3	100.0
gainsbourg	3	90.0
gunsels	0	50.0
amorphic	-3	100.0
lahayes	-3	100.0
kiddy	0	66.6666666667
mementos	-3	100.0
sayonara	-3	100.0
camargue	3	100.0
hiphuggers	-3	100.0
onthespot	3	100.0
kiddo	-3	100.0
havaldar	-3	100.0
freshmeat	3	100.0
