word	postive count	negative count	totalscore	accuracy
material	0	2	-2	1.0
republican	2	0	2	1.0
worlds	3	0	3	1.0
profound	1	0	1	1.0
edit	1	0	1	1.0
feast	1	0	1	1.0
unpredictable	0	1	-1	1.0
trap	0	1	-1	1.0
edie	1	0	1	1.0
bills	1	1	0	0.5
erratic	1	0	1	1.0
whimsy	0	1	-1	1.0
related	1	0	1	1.0
bogey	0	1	-1	1.0
our	21	5	16	0.807692307692
afflecks	0	1	-1	1.0
out	49	50	-1	0.505050505051
category	1	0	1	1.0
sentiment	0	1	-1	1.0
chaos	1	0	1	1.0
vcr	1	0	1	1.0
rap	1	0	1	1.0
autopilot	0	1	-1	1.0
brilliantly	2	0	2	1.0
molly	0	1	-1	1.0
anglaise	1	0	1	1.0
york	3	1	2	0.75
conflicts	2	0	2	1.0
philip	0	1	-1	1.0
g	3	1	2	0.75
misanthropes	1	0	1	1.0
phrases	0	1	-1	1.0
conversation	1	0	1	1.0
lta	2	0	2	1.0
hence	1	0	1	1.0
biting	1	0	1	1.0
rubberneck	0	1	-1	1.0
obscurity	2	0	2	1.0
listless	0	1	-1	1.0
demoralised	0	1	-1	1.0
unknown	2	0	2	1.0
accent	2	2	0	0.5
their	37	39	-2	0.513157894737
tidbit	0	1	-1	1.0
academy	1	0	1	1.0
reversed	1	0	1	1.0
shallow	1	6	-5	0.857142857143
madsens	0	1	-1	1.0
linette	0	1	-1	1.0
july	0	1	-1	1.0
infectious	1	0	1	1.0
patients	1	0	1	1.0
woebegone	0	1	-1	1.0
teenagers	1	2	-1	0.666666666667
imdb	2	1	1	0.666666666667
catholic	1	0	1	1.0
afraid	1	1	0	0.5
angle	1	0	1	1.0
russians	0	2	-2	1.0
agency	1	2	-1	0.666666666667
which	35	24	11	0.593220338983
savagely	0	1	-1	1.0
clash	1	0	1	1.0
who	83	51	32	0.619402985075
noggin	0	1	-1	1.0
why	16	20	-4	0.555555555556
appallingly	0	1	-1	1.0
vernacular	1	0	1	1.0
fowler	0	1	-1	1.0
ensued	0	1	-1	1.0
brenda	0	1	-1	1.0
perceptions	1	0	1	1.0
agreed	0	1	-1	1.0
froid	1	0	1	1.0
purely	1	0	1	1.0
planning	1	1	0	0.5
brutalized	0	1	-1	1.0
dorothy	0	1	-1	1.0
chicken	1	0	1	1.0
filthy	1	0	1	1.0
pleased	1	0	1	1.0
filmed	1	1	0	0.5
thousands	1	0	1	1.0
spun	0	2	-2	1.0
sued	0	1	-1	1.0
cuba	1	0	1	1.0
midnight	3	0	3	1.0
massacre	0	1	-1	1.0
ones	2	2	0	0.5
words	6	2	4	0.75
epidemicto	1	0	1	1.0
homosexuals	0	1	-1	1.0
belts	0	2	-2	1.0
married	1	0	1	1.0
marries	1	0	1	1.0
generations	1	0	1	1.0
view	7	6	1	0.538461538462
europe	3	0	3	1.0
outruns	0	1	-1	1.0
module	0	1	-1	1.0
luminous	1	0	1	1.0
closes	0	1	-1	1.0
weller	1	0	1	1.0
vip	1	0	1	1.0
brosnan	0	1	-1	1.0
frustrated	0	2	-2	1.0
bought	0	1	-1	1.0
exam	2	0	2	1.0
opening	4	2	2	0.666666666667
job	6	1	5	0.857142857143
joe	3	2	1	0.6
spoil	0	1	-1	1.0
gunsmoke	1	0	1	1.0
luxues	1	0	1	1.0
commands	0	2	-2	1.0
zabriskie	1	0	1	1.0
april	1	0	1	1.0
rodney	0	1	-1	1.0
walk	1	1	0	0.5
walt	2	0	2	1.0
worldly	1	0	1	1.0
sequences	0	3	-3	1.0
respect	1	0	1	1.0
narrowed	1	0	1	1.0
flawbesides	0	1	-1	1.0
freedmen	0	1	-1	1.0
bogarde	3	0	3	1.0
responds	2	0	2	1.0
reindeer	1	0	1	1.0
sidesteps	0	1	-1	1.0
mike	0	2	-2	1.0
wanna	1	0	1	1.0
meritorious	1	0	1	1.0
alices	0	1	-1	1.0
underutilized	0	1	-1	1.0
maratonci	1	0	1	1.0
present	8	0	8	1.0
abandoned	1	1	0	0.5
unlike	2	1	1	0.666666666667
choices	2	0	2	1.0
will	48	16	32	0.75
stunning	2	1	1	0.666666666667
wild	1	1	0	0.5
~	0	6	-6	1.0
rename	0	1	-1	1.0
motif	1	0	1	1.0
thus	2	1	1	0.666666666667
kyles	1	0	1	1.0
audiences	1	0	1	1.0
perhaps	3	1	2	0.75
vintage	0	1	-1	1.0
radiation	0	2	-2	1.0
member	2	1	1	0.666666666667
units	0	1	-1	1.0
gets	14	3	11	0.823529411765
difficult	1	3	-2	0.75
slave	0	2	-2	1.0
premiere	1	0	1	1.0
cinematographer	1	0	1	1.0
student	1	0	1	1.0
idris	0	1	-1	1.0
warming	2	6	-4	0.75
snatchers	0	1	-1	1.0
fighting	1	2	-1	0.666666666667
english	4	0	4	1.0
rocker	0	1	-1	1.0
cameo	0	2	-2	1.0
rocket	2	0	2	1.0
wealthy	1	0	1	1.0
tcm	1	0	1	1.0
hervan	1	0	1	1.0
tautou	1	0	1	1.0
rapid	1	0	1	1.0
guts	1	0	1	1.0
sky	1	0	1	1.0
chaplins	3	0	3	1.0
toshiro	1	0	1	1.0
other	29	15	14	0.659090909091
attractive	1	1	0	0.5
ski	0	1	-1	1.0
bela	0	2	-2	1.0
enact	0	1	-1	1.0
identical	3	0	3	1.0
community	4	0	4	1.0
hollow	1	1	0	0.5
excessiveness	0	1	-1	1.0
ahem	0	1	-1	1.0
perpetual	0	1	-1	1.0
loses	1	1	0	0.5
tennessee	1	0	1	1.0
starred	0	2	-2	1.0
pantomime	0	1	-1	1.0
wonders	1	1	0	0.5
traitors	1	0	1	1.0
drop	1	1	0	0.5
sequence	1	2	-1	0.666666666667
scared	1	2	-1	0.666666666667
scottish	0	1	-1	1.0
searching	2	0	2	1.0
growth	1	0	1	1.0
110	0	1	-1	1.0
racking	1	0	1	1.0
blankfield	1	0	1	1.0
goodlooking	0	1	-1	1.0
lead	4	3	1	0.571428571429
miner	1	0	1	1.0
leader	2	0	2	1.0
ripped	1	1	0	0.5
murdered	0	1	-1	1.0
conveyed	0	1	-1	1.0
guffaws	1	0	1	1.0
asinine	0	1	-1	1.0
pasta	0	2	-2	1.0
throne	1	0	1	1.0
rare	4	1	3	0.8
carried	0	1	-1	1.0
linger	0	1	-1	1.0
smalltown	1	0	1	1.0
spilled	0	1	-1	1.0
dependence	1	0	1	1.0
carries	1	0	1	1.0
swear	1	1	0	0.5
emperor	0	2	-2	1.0
own	10	5	5	0.666666666667
polished	1	0	1	1.0
kinda	1	2	-1	0.666666666667
gymnastic	0	1	-1	1.0
owe	1	0	1	1.0
possessions	1	0	1	1.0
bikiniclad	0	1	-1	1.0
promise	0	1	-1	1.0
yankee	0	1	-1	1.0
convicted	1	0	1	1.0
van	1	1	0	0.5
val	0	1	-1	1.0
intention	2	1	1	0.666666666667
resists	0	1	-1	1.0
wellfilmed	1	1	0	0.5
rosenstrasse	1	0	1	1.0
ywca	0	2	-2	1.0
directing	2	0	2	1.0
jerrys	1	0	1	1.0
mifune	1	0	1	1.0
witness	1	0	1	1.0
made	21	17	4	0.552631578947
whether	5	2	3	0.714285714286
keays	0	1	-1	1.0
record	4	0	4	1.0
below	1	2	-1	0.666666666667
cake	0	1	-1	1.0
demonstrate	0	1	-1	1.0
müde	1	0	1	1.0
sitcomthin	0	1	-1	1.0
cmon	0	1	-1	1.0
horrific	0	1	-1	1.0
meaningless	0	2	-2	1.0
naming	0	1	-1	1.0
boop	2	0	2	1.0
book	4	2	2	0.666666666667
boom	0	1	-1	1.0
sick	4	2	2	0.666666666667
incredibly	1	1	0	0.5
conclusion	4	2	2	0.666666666667
chavez	1	0	1	1.0
kinds	1	0	1	1.0
shakespeares	1	0	1	1.0
june	0	1	-1	1.0
cruelty	1	1	0	0.5
earthly	1	0	1	1.0
sandler	0	1	-1	1.0
ranks	1	0	1	1.0
jewel	2	0	2	1.0
volumes	1	0	1	1.0
nonmanufactured	1	0	1	1.0
irony	0	1	-1	1.0
